IPN,Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Library Ref,Library Path,Footprint Ref,Footprint Path,Footprint Ref 2,Footprint Path 2,Footprint Ref 3,Footprint Path 3,Series,Part Status,Value,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Operating Temperature,Mounting Type,Package / Case,Size / Dimension,Thickness (Max)
CAP-KEM-GP-0402-00731,https://api.kemet.com/component-edge/download/datasheet/C0402C112J5GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-9948-1-ND,C0402C112J5GAC7867,KEMET,CAP CER 1100PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,1100pF,1100pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00732,https://api.kemet.com/component-edge/download/datasheet/C0402S102K3RAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-19353-1-ND,C0402S102K3RAC7867,KEMET,CAP CER 1000PF 25V X7R 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm X7R FE,Active,1000pF,1000pF,10%,25V,X7R,-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00733,https://api.kemet.com/component-edge/download/datasheet/C0402C162J3GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-17552-1-ND,C0402C162J3GAC7867,KEMET,CAP CER SMD 0402 1600PF 5% COG 2,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,1600pF,1600pF,5%,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00734,https://api.kemet.com/component-edge/download/datasheet/C0402C439B5GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-19375-1-ND,C0402C439B5GAC7867,KEMET,CAP CER 4.3PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,4.3pF,4.3pF,0.1pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00735,https://api.kemet.com/component-edge/download/datasheet/C0402C109B5GACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-17549-1-ND,C0402C109B5GACAUTO,KEMET,CAP CER SMD 0402 1PF .1PF% COG 5,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto C0G,Active,1pF,1pF,0.1pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00736,https://api.kemet.com/component-edge/download/specsheet/C0402C159B5GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-7335-1-ND,C0402C159B5GACTU,KEMET,CAP CER 1.5PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,1.5pF,1.5pF,0.1pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00737,https://api.kemet.com/component-edge/download/datasheet/C0402C152J5HACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15761-1-ND,C0402C152J5HACAUTO,KEMET,CAP CER 1500PF 50V X8R 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto X8R HT150C,Active,1500pF,1500pF,5%,50V,X8R,-55°C ~ 150°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00738,https://api.kemet.com/component-edge/download/datasheet/C0402C152J5HAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-16399-1-ND,C0402C152J5HAC7867,KEMET,CAP CER 1500PF 50V X8R 5% 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm X8R HT150C,Active,1500pF,1500pF,5%,50V,X8R,-55°C ~ 150°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00739,https://api.kemet.com/component-edge/download/datasheet/C0402S102J5RACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-19384-1-ND,C0402S102J5RACAUTO,KEMET,CAP CER 1000PF 50V X7R 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto X7R FE,Active,1000pF,1000pF,5%,50V,X7R,-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00740,https://api.kemet.com/component-edge/download/datasheet/CBR04C360F5GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16079-1-ND,CBR04C360F5GAC,KEMET,CAP CER RF 36PF 50V 1% C0G 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,36pF,36pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00741,https://api.kemet.com/component-edge/download/datasheet/CBR04C820F3GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-11256-1-ND,CBR04C820F3GAC,KEMET,CAP CER 82PF 25V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,82pF,82pF,1%,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00742,https://api.kemet.com/component-edge/download/datasheet/CBR04C430F5GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16086-1-ND,CBR04C430F5GAC,KEMET,CAP CER 43PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,43pF,43pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00743,https://content.kemet.com/datasheets/KEM_C1003_C0G_SMD.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-7744-1-ND,C0402C100C5GACTU,KEMET,CAP CER 10PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,10pF,10pF,0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00744,https://api.kemet.com/component-edge/download/datasheet/CBR04C240F5GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16067-1-ND,CBR04C240F5GAC,KEMET,CAP CER RF 24PF 50V 1% C0G 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,24pF,24pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00745,https://api.kemet.com/component-edge/download/datasheet/C0402C101F5GACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-17524-1-ND,C0402C101F5GACAUTO,KEMET,CAP CER CAP CER 0402 100PF 50V C,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto C0G,Active,100pF,100pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00746,https://api.kemet.com/component-edge/download/datasheet/CBR04C330F5GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16076-1-ND,CBR04C330F5GAC,KEMET,CAP CER RF 33PF 50V 1% C0G 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,33pF,33pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00747,https://api.kemet.com/component-edge/download/datasheet/CBR04C300F5GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16073-1-ND,CBR04C300F5GAC,KEMET,CAP CER RF 30PF 50V 1% C0G 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,30pF,30pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00748,https://api.kemet.com/component-edge/download/datasheet/CBR04C390F5GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16083-1-ND,CBR04C390F5GAC,KEMET,CAP CER RF 39PF 50V 1% C0G 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,39pF,39pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00749,https://api.kemet.com/component-edge/download/datasheet/C0402C569B5GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-9956-1-ND,C0402C569B5GAC7867,KEMET,CAP CER 5.6PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,5.6pF,5.6pF,0.1pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00750,https://api.kemet.com/component-edge/download/datasheet/C0402C221G5GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14274-1-ND,C0402C221G5GAC7867,KEMET,CAP CER 220PF 50V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,220pF,220pF,2%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00751,https://api.kemet.com/component-edge/download/datasheet/C0402C479B5GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-19379-1-ND,C0402C479B5GAC7867,KEMET,CAP CER 4.7PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,4.7pF,4.7pF,0.1pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00752,https://api.kemet.com/component-edge/download/datasheet/CBR04C389B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16315-1-ND,CBR04C389B2GAC,KEMET,CAP CER 3.8PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,3.8pF,3.8pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00753,https://api.kemet.com/component-edge/download/datasheet/CBR04C129B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16305-1-ND,CBR04C129B2GAC,KEMET,CAP CER 1.2PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,1.2pF,1.2pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00754,https://api.kemet.com/component-edge/download/datasheet/CBR04C359B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16314-1-ND,CBR04C359B2GAC,KEMET,CAP CER 3.5PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,3.5pF,3.5pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00755,https://api.kemet.com/component-edge/download/datasheet/CBR04C189B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16307-1-ND,CBR04C189B2GAC,KEMET,CAP CER 1.8PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,1.8pF,1.8pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00756,https://api.kemet.com/component-edge/download/datasheet/CBR04C159B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16306-1-ND,CBR04C159B2GAC,KEMET,CAP CER 1.5PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,1.5pF,1.5pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00757,https://api.kemet.com/component-edge/download/datasheet/CBR04C309B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16312-1-ND,CBR04C309B2GAC,KEMET,CAP CER 3PF 200V .1PF% COG 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,3pF,3pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00758,https://api.kemet.com/component-edge/download/datasheet/CBR04C229B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16309-1-ND,CBR04C229B2GAC,KEMET,CAP CER 2.2PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,2.2pF,2.2pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00759,https://api.kemet.com/component-edge/download/datasheet/CBR04C289B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16311-1-ND,CBR04C289B2GAC,KEMET,CAP CER 2.8PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,2.8pF,2.8pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00760,https://api.kemet.com/component-edge/download/datasheet/CBR04C479B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16317-1-ND,CBR04C479B2GAC,KEMET,CAP CER 4.7PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,4.7pF,4.7pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00761,https://api.kemet.com/component-edge/download/datasheet/CBR04C259B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16310-1-ND,CBR04C259B2GAC,KEMET,CAP CER 2.5PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,2.5pF,2.5pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00762,https://api.kemet.com/component-edge/download/datasheet/CBR04C819B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16324-1-ND,CBR04C819B2GAC,KEMET,CAP CER 8.1PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,8.1pF,8.1pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00763,https://api.kemet.com/component-edge/download/datasheet/CBR04C619B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16320-1-ND,CBR04C619B2GAC,KEMET,CAP CER 6.1PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,6.1pF,6.1pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00764,https://api.kemet.com/component-edge/download/datasheet/CBR04C869B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16325-1-ND,CBR04C869B2GAC,KEMET,CAP CER 8.6PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,8.6pF,8.6pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00765,https://api.kemet.com/component-edge/download/datasheet/CBR04C669B2GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-16321-1-ND,CBR04C669B2GAC,KEMET,CAP CER 6.6PF 200V .1PF% COG 040,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,6.6pF,6.6pF,0.1pF,200V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
