IPN,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Library Ref,Library Path,Footprint Ref,Footprint Path,Footprint Ref 2,Footprint Path 2,Footprint Ref 3,Footprint Path 3,Series,Value,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Operating Temperature,Mounting Type,Package / Case,Size / Dimension,Thickness (Max)
CAP-MUR-GRN-0805-00093,490-3321-1-ND,GRM21B5C1H183JA01L,Murata Electronics,CAP CER 0.018UF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,0.018uF,0.018uF,5.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.053"" (1.35mm)"
CAP-MUR-GRN-0805-00094,490-1719-1-ND,GRM21BR60J226ME39L,Murata Electronics,CAP CER 22UF 6.3V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,22uF,22uF,20.00%,6.3V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.053"" (1.35mm)"
CAP-MUR-GRN-0805-00095,490-5519-1-ND,GRM21BC81C106KA73L,Murata Electronics,CAP CER 10UF 16V X6S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10uF,10uF,10.00%,16V,X6S,-55°C ~ 105°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.053"" (1.35mm)"
CAP-MUR-GRN-0805-00096,490-8300-1-ND,GRM2195C1H682GA01D,Murata Electronics,CAP CER 6800PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,6800pF,6800pF,2.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00097,490-14661-1-ND,GRM21BR61E226ME44K,Murata Electronics,CAP CER 22UF 25V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,22uF,22uF,20.00%,25V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00098,490-8299-1-ND,GRM2195C1H562FA01D,Murata Electronics,CAP CER 5600PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,5600pF,5600pF,1.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00099,490-14658-1-ND,GRM21BC81H475KE11L,Murata Electronics,CAP CER 4.7UF 50V X6S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,4.7uF,4.7uF,10.00%,50V,X6S,-55°C ~ 105°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00100,490-12757-1-ND,GRM21BC71H475KE11L,Murata Electronics,CAP CER 4.7UF 50V X7S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,4.7uF,4.7uF,10.00%,50V,X7S,-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00101,490-8296-1-ND,GRM2195C1H103GA01D,Murata Electronics,CAP CER 10000PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10000pF,10000pF,2.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00102,490-10742-1-ND,GRM2195C1H682FA01D,Murata Electronics,CAP CER 6800PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,6800pF,6800pF,1.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00103,490-14464-1-ND,GRM21BC72A105KE01L,Murata Electronics,CAP CER 1UF 100V X7S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,1uF,1uF,10.00%,100V,X7S,-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00104,490-9959-1-ND,GRM21BD71A226ME44L,Murata Electronics,CAP CER 22UF 10V X7T 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,22uF,22uF,20.00%,10V,X7T,-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00105,490-9956-1-ND,GRM21BC81C226ME44L,Murata Electronics,CAP CER 22UF 16V X6S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,22uF,22uF,20.00%,16V,X6S,-55°C ~ 105°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00106,490-10504-1-ND,GRM21BC8YA106KE11L,Murata Electronics,CAP CER 10UF 35V X6S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10uF,10uF,10.00%,35V,X6S,-55°C ~ 105°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00107,490-10514-1-ND,GRM21BR6YA106KE43L,Murata Electronics,CAP CER 10UF 35V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10uF,10uF,10.00%,35V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00108,490-12756-1-ND,GRM21BC71C106KE11L,Murata Electronics,CAP CER 10UF 16V X7S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10uF,10uF,10.00%,16V,X7S,-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00109,490-9957-1-ND,GRM21BC81E106KE11L,Murata Electronics,CAP CER 10UF 25V X6S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10uF,10uF,10.00%,25V,X6S,-55°C ~ 105°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00110,490-9952-1-ND,GRM219R61C226ME15L,Murata Electronics,CAP CER 22UF 16V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,22uF,22uF,20.00%,16V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
CAP-MUR-GRN-0805-00111,490-10749-1-ND,GRM21BR61E226ME44L,Murata Electronics,CAP CER 22UF 25V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,22uF,22uF,20.00%,25V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00112,490-14657-1-ND,GRM21BC81A226ME44L,Murata Electronics,CAP CER 22UF 10V X6S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,22uF,22uF,20.00%,10V,X6S,-55°C ~ 105°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00113,490-10497-1-ND,GRM21BC71E106ME11L,Murata Electronics,CAP CER 10UF 25V X7S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10uF,10uF,20.00%,25V,X7S,-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00114,490-10746-1-ND,GRM21BR61A226ME44L,Murata Electronics,CAP CER 22UF 10V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,22uF,22uF,20.00%,10V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00115,490-8295-1-ND,GRM2195C1H103FA01D,Murata Electronics,CAP CER 10000PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10000pF,10000pF,1.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00116,490-10496-1-ND,GRM21BC71E106KE11L,Murata Electronics,CAP CER 10UF 25V X7S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,10uF,10uF,10.00%,25V,X7S,-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00117,490-3326-1-ND,GRM21BR72A474KA73L,Murata Electronics,CAP CER 0.47UF 100V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,0.47uF,0.47uF,10.00%,100V,X7R,-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.053"" (1.35mm)"
CAP-MUR-GRN-0805-00118,490-8308-1-ND,GRM21B5C1H223GA01L,Murata Electronics,CAP CER 0.022UF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,0.022uF,0.022uF,2.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.053"" (1.35mm)"
CAP-MUR-GRN-0805-00119,490-9949-1-ND,GRM219R60G476ME44D,Murata Electronics,CAP CER 47UF 4V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,47uF,47uF,20.00%,4V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00120,490-13249-1-ND,GRM219R60J476ME44D,Murata Electronics,CAP CER 47UF 6.3V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,47uF,47uF,20.00%,6.3V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00121,490-17849-1-ND,GRM2195C1H153FA01D,Murata Electronics,CAP CER 0.015UF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,0.015uF,0.015uF,1.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00122,490-12608-1-ND,GRM2195C1H123FA01D,Murata Electronics,CAP CER 0.012UF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,0.012uF,0.012uF,1.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-MUR-GRN-0805-00123,490-6469-1-ND,GRM21BR60G476ME15L,Murata Electronics,CAP CER 47UF 4V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,47uF,47uF,20.00%,4V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.053"" (1.35mm)"
CAP-MUR-GRN-0805-00124,490-17855-1-ND,GRM21B5C1H223FA01L,Murata Electronics,CAP CER 0.022UF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,0.022uF,0.022uF,1.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.053"" (1.35mm)"
CAP-MUR-GRN-0805-00125,490-10510-1-ND,GRM21BR60G107ME15L,Murata Electronics,CAP CER 100UF 4V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,100uF,100uF,20.00%,4V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00126,490-13979-1-ND,GRM21BR60E107ME15L,Murata Electronics,CAP CER 100UF 2.5V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,100uF,100uF,20.00%,2.5V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00127,490-13981-1-ND,GRM21BR60J107ME15L,Murata Electronics,CAP CER 100UF 6.3V X5R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,100uF,100uF,20.00%,6.3V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00128,490-13978-1-ND,GRM21BC80G107ME15L,Murata Electronics,CAP CER 100UF 4V X6S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,100uF,100uF,20.00%,4V,X6S,-55°C ~ 105°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00129,490-13977-1-ND,GRM21BC80E107ME15L,Murata Electronics,CAP CER 100UF 2.5V X6S 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,100uF,100uF,20.00%,2.5V,X6S,-55°C ~ 105°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
CAP-MUR-GRN-0805-00130,490-6446-1-ND,GRM2165C2A122JA01D,Murata Electronics,CAP CER 1200PF 100V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,1200pF,1200pF,5.00%,100V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-MUR-GRN-0805-00131,490-8286-1-ND,GRM2165C1H272JA01J,Murata Electronics,CAP CER 2700PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,2700pF,2700pF,5.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-MUR-GRN-0805-00132,490-1629-1-ND,GRM2165C1H242JA01D,Murata Electronics,CAP CER 2400PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,2400pF,2400pF,5.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-MUR-GRN-0805-00133,490-3319-1-ND,GRM2165C1H432JA01D,Murata Electronics,CAP CER 4300PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,4300pF,4300pF,5.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-MUR-GRN-0805-00134,490-3318-1-ND,GRM2165C1H362JA01D,Murata Electronics,CAP CER 3600PF 50V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,3600pF,3600pF,5.00%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-MUR-GRN-0805-00135,490-13369-1-ND,GRM2165C2A272JA01D,Murata Electronics,CAP CER 2700PF 100V C0G/NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,2700pF,2700pF,5.00%,100V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-MUR-GRN-0805-00136,490-14872-1-ND,GRM2165C2A242JA01D,Murata Electronics,CAP CER 2400PF 100V NP0 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,2400pF,2400pF,5.00%,100V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-MUR-GRN-0805-00137,490-12003-1-ND,GRM21A7U2E101JW31D,Murata Electronics,CAP CER 100PF 250V U2J 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,GRM,100pF,100pF,5.00%,250V,U2J,-55°C ~ 125°C,"Surface Mount, MLCC",0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
